Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Biovar	Race	Phylotype	Comment	Bio Project ID	Project	Sample	Secondary Sample	Date Entered	Release Date	Barcode	Status	Coverage	Version	N50	Length	Predicted Species	Contig Number	No. N's	Barcode
RAL_AA0076AA	PD 3570	SRR12634694;ILLUMINA;Paired;;SRX9116918;SRA	Environment	Plant	Curcuma longa	1999				South America	Venezuela							Wageningen Plant Research						PRJNA663270	SRP282310	SAMN16125477	SRS7359454	2024-11-08	2020-12-03	RAL_AA0076AA	Assembled	152.6	5.2	51840	5764842	Ralstonia solanacearum;97.9%	262	13125	RAL_AA0067AA_AS
RAL_AA0077AA	Lallmahomed 54	SRR12634689;ILLUMINA;Paired;;SRX9116914;SRA	Environment	Plant	Solanum nigrum	1973												Wageningen Plant Research						PRJNA663270	SRP282310	SAMN16125437	SRS7359450	2024-11-08	2020-12-03	RAL_AA0077AA	Assembled	151.2	5.2	39055	5673902	Ralstonia solanacearum;99.82%	324	12597	RAL_AA0068AA_AS
RAL_AA0078AA	PD:3205	SRR12634692;ILLUMINA;Paired;;SRX9116912;SRA	Environment	Plant	Anthurium andraeanum	1997				Asia	Philippines							Wageningen Plant Research						PRJNA663270	SRP282310	SAMN16125472	SRS7359448	2024-11-08	2020-12-03	RAL_AA0078AA	Assembled	216	5.2	54874	5552050	Ralstonia solanacearum;100.0%	270	8834	RAL_AA0069AA_AS
RAL_AA0080AA	Lallmahomed 30	SRR12634700;ILLUMINA;Paired;;SRX9116903;SRA	Environment	Plant	Solanum lycopersicum	1973												Wageningen Plant Research						PRJNA663270	SRP282310	SAMN16125436	SRS7359439	2024-11-08	2020-12-03	RAL_AA0080AA	Assembled	157.5	5.2	32716	5644613	Ralstonia solanacearum;99.83%	367	17992	RAL_AA0071AA_AS
RAL_AA0081AA	Lallmahomed 16	SRR12634712;ILLUMINA;Paired;;SRX9116892;SRA	Environment	Plant	Solanum virginianum	1973												Wageningen Plant Research						PRJNA663270	SRP282310	SAMN16125435	SRS7359428	2024-11-08	2020-12-03	RAL_AA0081AA	Assembled	177.7	5.2	26898	5717205	Ralstonia solanacearum;99.19%	445	25756	RAL_AA0072AA_AS
RAL_AA0082AA	PD:1256	SRR12634724;ILLUMINA;Paired;;SRX9116889;SRA	Environment	Plant	Solanum virginianum	1988				Europe	France							Wageningen Plant Research						PRJNA663270	SRP282310	SAMN16125450	SRS7359425	2024-11-08	2020-12-03	RAL_AA0082AA	Assembled	182.3	5.2	42303	5675794	Ralstonia solanacearum;99.83%	311	11523	RAL_AA0073AA_AS
RAL_AA0083AA	PD:1419	SRR12634719;ILLUMINA;Paired;;SRX9116884;SRA	Environment	Plant	Solanum tuberosum													Wageningen Plant Research						PRJNA663270	SRP282310	SAMN16125445	SRS7359420	2024-11-08	2020-12-03	RAL_AA0083AA	Assembled	121.4	5.2	50211	5737508	Ralstonia solanacearum;100.0%	266	7958	RAL_AA0074AA_AS
RAL_AA0084AA	PD:1255	SRR12634720;ILLUMINA;Paired;;SRX9116883;SRA	Environment	Plant	Anthurium andraeanum	1988				Europe	France							Wageningen Plant Research						PRJNA663270	SRP282310	SAMN16125444	SRS7359419	2024-11-08	2020-12-03	RAL_AA0084AA	Assembled	141.1	5.2	30514	5680671	Ralstonia solanacearum;99.32%	432	18136	RAL_AA0075AA_AS
RAL_AA0085AA	NCPPB:1579	SRR12634722;ILLUMINA;Paired;;SRX9116882;SRA	Environment	Plant	Zingiber officinale	1961												Wageningen Plant Research						PRJNA663270	SRP282310	SAMN16125443	SRS7359418	2024-11-08	2020-12-03	RAL_AA0085AA	Assembled	553.6	5.2	74601	5803513	Ralstonia solanacearum;100.0%	243	4744	RAL_AA0076AA_AS
RAL_AA0086AA	Lallmahomed 13	SRR12634723;ILLUMINA;Paired;;SRX9116881;SRA	Environment	Plant	Arachis hypogaea	1973												Wageningen Plant Research						PRJNA663270	SRP282310	SAMN16125434	SRS7359417	2024-11-08	2020-12-03	RAL_AA0086AA	Assembled	170.6	5.2	24788	5682195	Ralstonia solanacearum;99.36%	494	24585	RAL_AA0077AA_AS
RAL_AA0087AA	Lallmahomed 7	SRR12634725;ILLUMINA;Paired;;SRX9116880;SRA	Environment	Plant	Nicotiana tabacum	1973												Wageningen Plant Research						PRJNA663270	SRP282310	SAMN16125433	SRS7359416	2024-11-08	2020-12-03	RAL_AA0087AA	Assembled	152.5	5.2	30426	5727551	Ralstonia solanacearum;99.15%	363	19458	RAL_AA0078AA_AS
RAL_AA0089AA	GMI1000	SRR12398475;PACBIO_SMRT;Single;;SRX8896744;SRA,SRR12398479;ILLUMINA;Paired;;SRX8896740;SRA	Environment	Plant	Solanum lycopersicum cultivar Hawaii 7996	2014				Europe	France	Occitanie	Upper Garonne	Arrondissement of Toulouse				INRAE						PRJNA644288	SRP276307	SAMN15722388	SRS7155544	2024-11-08	2021-02-08	RAL_AA0089AA	Assembled	119.7	5.2	129838	5705571	Ralstonia solanacearum;98.4%	144	931	RAL_AA1056AA_AS
RAL_AA0090AA	GMI1000	SRR12398485;ILLUMINA;Paired;;SRX8896734;SRA,SRR12398480;PACBIO_SMRT;Single;;SRX8896739;SRA	Environment	Plant	Solanum lycopersicum cultivar Hawaii 7996	2014				Europe	France	Occitanie	Upper Garonne	Arrondissement of Toulouse				INRAE						PRJNA644288	SRP276307	SAMN15722387	SRS7155543	2024-11-08	2021-02-08	RAL_AA0090AA	Assembled	84.1	5.2	129838	5705073	Ralstonia solanacearum;98.18%	138	1105	RAL_AA0840AA_AS
RAL_AA0091AA	GMI1000	SRR12398486;PACBIO_SMRT;Single;;SRX8896733;SRA,SRR12398490;ILLUMINA;Paired;;SRX8896729;SRA	Environment	Plant	Solanum lycopersicum cultivar Hawaii 7996	2014				Europe	France	Occitanie	Upper Garonne	Arrondissement of Toulouse				INRAE						PRJNA644288	SRP276307	SAMN15722386	SRS7155542	2024-11-08	2021-02-08	RAL_AA0091AA	Assembled	84.9	5.2	154832	5706014	Ralstonia solanacearum;98.4%	135	777	RAL_AA1057AA_AS
RAL_AA0092AA	GMI1000	SRR12398496;ILLUMINA;Paired;;SRX8896723;SRA,SRR12398491;PACBIO_SMRT;Single;;SRX8896728;SRA	Environment	Plant	Solanum lycopersicum cultivar Hawaii 7996	2014				Europe	France	Occitanie	Upper Garonne	Arrondissement of Toulouse				INRAE						PRJNA644288	SRP276307	SAMN15722385	SRS7155541	2024-11-08	2021-02-08	RAL_AA0092AA	Assembled	82.4	5.2	129838	5705743	Ralstonia solanacearum;98.17%	133	852	RAL_AA0841AA_AS
RAL_AA0093AA	GMI1000	SRR12398494;ILLUMINA;Paired;;SRX8896725;SRA,SRR12398528;PACBIO_SMRT;Single;;SRX8896690;SRA	Environment	Plant	Solanum lycopersicum cultivar Hawaii 7996	2014				Europe	France	Occitanie	Upper Garonne	Arrondissement of Toulouse				INRAE						PRJNA644288	SRP276307	SAMN15722380	SRS7155536	2024-11-08	2021-02-08	RAL_AA0093AA	Assembled	113.4	5.2	129838	5705361	Ralstonia solanacearum;98.4%	136	801	RAL_AA0079AA_AS
RAL_AA0094AA	GMI1000	SRR12398500;ILLUMINA;Paired;;SRX8896718;SRA,SRR12398497;PACBIO_SMRT;Single;;SRX8896722;SRA	Environment	Plant	Solanum lycopersicum cultivar Hawaii 7996	2014				Europe	France	Occitanie	Upper Garonne	Arrondissement of Toulouse				INRAE						PRJNA644288	SRP276307	SAMN15722384	SRS7155540	2024-11-08	2021-02-08	RAL_AA0094AA	Assembled	94	5.2	129838	5705054	Ralstonia solanacearum;98.17%	136	535	RAL_AA0321AA_AS
RAL_AA0095AA	GMI1000	SRR12398506;ILLUMINA;Paired;;SRX8896712;SRA,SRR12398501;PACBIO_SMRT;Single;;SRX8896717;SRA	Environment	Plant	Solanum lycopersicum cultivar Hawaii 7996	2014				Europe	France	Occitanie	Upper Garonne	Arrondissement of Toulouse				INRAE						PRJNA644288	SRP276307	SAMN15722383	SRS7155539	2024-11-08	2021-02-08	RAL_AA0095AA	Assembled	379.8	5.2	134817	5696530	Ralstonia solanacearum;98.61%	178	828	RAL_AA0139AA_AS
RAL_AA0096AA	GMI1000	SRR12398504;PACBIO_SMRT;Single;;SRX8896714;SRA,SRR12398539;ILLUMINA;Paired;;SRX8896680;SRA	Environment	Plant	Solanum lycopersicum cultivar Hawaii 7996	2014				Europe	France	Occitanie	Upper Garonne	Arrondissement of Toulouse				INRAE						PRJNA644288	SRP276307	SAMN15722379	SRS7155535	2024-11-08	2021-02-08	RAL_AA0096AA	Assembled	286.5	5.2	130559	5693820	Ralstonia solanacearum;98.61%	179	976	RAL_AA0322AA_AS
RAL_AA0097AA	GMI1000	SRR12398508;PACBIO_SMRT;Single;;SRX8896711;SRA,SRR12398522;ILLUMINA;Paired;;SRX8896697;SRA	Environment	Plant	Solanum lycopersicum cultivar Hawaii 7996	2014				Europe	France	Occitanie	Upper Garonne	Arrondissement of Toulouse				INRAE						PRJNA644288	SRP276307	SAMN15722382	SRS7155538	2024-11-08	2021-02-08	RAL_AA0097AA	Assembled	69.3	5.2	135501	5706094	Ralstonia solanacearum;98.38%	143	1012	RAL_AA0842AA_AS
RAL_AA0098AA	GMI1000	SRR12398527;ILLUMINA;Paired;;SRX8896691;SRA,SRR12398523;PACBIO_SMRT;Single;;SRX8896696;SRA	Environment	Plant	Solanum lycopersicum cultivar Hawaii 7996	2014				Europe	France	Occitanie	Upper Garonne	Arrondissement of Toulouse				INRAE						PRJNA644288	SRP276307	SAMN15722381	SRS7155537	2024-11-08	2021-02-08	RAL_AA0098AA	Assembled	376.5	5.2	135423	5697381	Ralstonia solanacearum;98.62%	172	960	RAL_AA0080AA_AS
RAL_AA0105AA	G-R4-1	SRR28511437;ILLUMINA;Paired;;SRX24112474;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702572	SRS20899549	2024-11-08	2024-03-31	RAL_AA0105AA	Assembled	787.9	5.2	129447	5718157	Ralstonia solanacearum;98.63%	163	1013	RAL_AA0084AA_AS
RAL_AA0106AA	G16-4	SRR28511438;ILLUMINA;Paired;;SRX24112473;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702571	SRS20899548	2024-11-08	2024-03-31	RAL_AA0106AA	Assembled	813.7	5.2	129447	5715205	Ralstonia solanacearum;98.86%	162	1190	RAL_AA0085AA_AS
RAL_AA0107AA	G16-3	SRR28511439;ILLUMINA;Paired;;SRX24112472;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702570	SRS20899547	2024-11-08	2024-03-31	RAL_AA0107AA	Assembled	823.2	5.2	126085	5718026	Ralstonia solanacearum;98.86%	162	1207	RAL_AA0086AA_AS
RAL_AA0108AA	G16-2	SRR28511440;ILLUMINA;Paired;;SRX24112471;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702569	SRS20899546	2024-11-08	2024-03-31	RAL_AA0108AA	Assembled	839.6	5.2	129447	5714240	Ralstonia solanacearum;98.63%	159	1033	RAL_AA0087AA_AS
RAL_AA0109AA	G16-1	SRR28511441;ILLUMINA;Paired;;SRX24112470;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702568	SRS20899545	2024-11-08	2024-03-31	RAL_AA0109AA	Assembled	798.6	5.2	129447	5718025	Ralstonia solanacearum;98.86%	165	1076	RAL_AA0088AA_AS
RAL_AA0110AA	G8-4	SRR28511442;ILLUMINA;Paired;;SRX24112469;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702567	SRS20899544	2024-11-08	2024-03-31	RAL_AA0110AA	Assembled	817.2	5.2	103446	5717823	Ralstonia solanacearum;98.64%	162	1057	RAL_AA0089AA_AS
RAL_AA0111AA	G8-3	SRR28511443;ILLUMINA;Paired;;SRX24112468;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702566	SRS20899543	2024-11-08	2024-03-31	RAL_AA0111AA	Assembled	772.7	5.2	126030	5707305	Ralstonia solanacearum;98.64%	159	1310	RAL_AA0090AA_AS
RAL_AA0112AA	G-R16-4	SRR28511444;ILLUMINA;Paired;;SRX24112467;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702587	SRS20899542	2024-11-08	2024-03-31	RAL_AA0112AA	Assembled	800.1	5.2	129447	5716183	Ralstonia solanacearum;98.87%	164	1117	RAL_AA0091AA_AS
RAL_AA0113AA	G-R16-3	SRR28511445;ILLUMINA;Paired;;SRX24112466;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702586	SRS20899541	2024-11-08	2024-03-31	RAL_AA0113AA	Assembled	781.4	5.2	129447	5714933	Ralstonia solanacearum;98.67%	165	1292	RAL_AA0092AA_AS
RAL_AA0114AA	G-R16-2	SRR28511446;ILLUMINA;Paired;;SRX24112465;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702585	SRS20899540	2024-11-08	2024-03-31	RAL_AA0114AA	Assembled	825.6	5.2	129447	5714722	Ralstonia solanacearum;98.87%	161	818	RAL_AA0093AA_AS
RAL_AA0115AA	G-R16-1	SRR28511447;ILLUMINA;Paired;;SRX24112464;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702584	SRS20899539	2024-11-08	2024-03-31	RAL_AA0115AA	Assembled	794.4	5.2	129447	5715484	Ralstonia solanacearum;98.87%	163	992	RAL_AA0094AA_AS
RAL_AA0116AA	G-R12-4	SRR28511448;ILLUMINA;Paired;;SRX24112463;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702583	SRS20899538	2024-11-08	2024-03-31	RAL_AA0116AA	Assembled	806.6	5.2	129447	5714323	Ralstonia solanacearum;98.86%	158	877	RAL_AA0140AA_AS
RAL_AA0117AA	G8-2	SRR28511449;ILLUMINA;Paired;;SRX24112462;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702565	SRS20899537	2024-11-08	2024-03-31	RAL_AA0117AA	Assembled	772	5.2	124898	5717592	Ralstonia solanacearum;98.66%	163	1024	RAL_AA0096AA_AS
RAL_AA0118AA	G-R12-3	SRR28511450;ILLUMINA;Paired;;SRX24112461;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702582	SRS20899536	2024-11-08	2024-03-31	RAL_AA0118AA	Assembled	792.2	5.2	129838	5714709	Ralstonia solanacearum;98.87%	163	1045	RAL_AA0097AA_AS
RAL_AA0119AA	G-R12-2	SRR28511451;ILLUMINA;Paired;;SRX24112460;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702581	SRS20899535	2024-11-08	2024-03-31	RAL_AA0119AA	Assembled	822.3	5.2	129447	5715110	Ralstonia solanacearum;98.87%	167	1007	RAL_AA0326AA_AS
RAL_AA0120AA	G-R12-1	SRR28511452;ILLUMINA;Paired;;SRX24112459;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702580	SRS20899534	2024-11-08	2024-03-31	RAL_AA0120AA	Assembled	786.1	5.2	126044	5715512	Ralstonia solanacearum;98.86%	163	1331	RAL_AA0099AA_AS
RAL_AA0121AA	G-R8-4	SRR28511453;ILLUMINA;Paired;;SRX24112458;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702579	SRS20899533	2024-11-08	2024-03-31	RAL_AA0121AA	Assembled	775.5	5.2	129838	5717750	Ralstonia solanacearum;98.66%	164	994	RAL_AA0100AA_AS
RAL_AA0122AA	G-R8-3	SRR28511454;ILLUMINA;Paired;;SRX24112457;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702578	SRS20899532	2024-11-08	2024-03-31	RAL_AA0122AA	Assembled	794.7	5.2	126031	5718161	Ralstonia solanacearum;98.64%	162	1127	RAL_AA0101AA_AS
RAL_AA0123AA	G-R8-2	SRR28511455;ILLUMINA;Paired;;SRX24112456;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702577	SRS20899531	2024-11-08	2024-03-31	RAL_AA0123AA	Assembled	803	5.2	126054	5724836	Ralstonia solanacearum;98.63%	160	1177	RAL_AA0142AA_AS
RAL_AA0124AA	G-R8-1	SRR28511456;ILLUMINA;Paired;;SRX24112455;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702576	SRS20899530	2024-11-08	2024-03-31	RAL_AA0124AA	Assembled	836.2	5.2	126032	5717495	Ralstonia solanacearum;98.62%	159	1241	RAL_AA0327AA_AS
RAL_AA0125AA	G-R4-4	SRR28511457;ILLUMINA;Paired;;SRX24112454;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702575	SRS20899529	2024-11-08	2024-03-31	RAL_AA0125AA	Assembled	813.5	5.2	129838	5717268	Ralstonia solanacearum;98.64%	162	1281	RAL_AA0104AA_AS
RAL_AA0126AA	G-R4-3	SRR28511458;ILLUMINA;Paired;;SRX24112453;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702574	SRS20899528	2024-11-08	2024-03-31	RAL_AA0126AA	Assembled	789.4	5.2	126034	5717901	Ralstonia solanacearum;98.63%	163	995	RAL_AA0144AA_AS
RAL_AA0127AA	G-R4-2	SRR28511459;ILLUMINA;Paired;;SRX24112452;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702573	SRS20899527	2024-11-08	2024-03-31	RAL_AA0127AA	Assembled	830.6	5.2	126034	5717898	Ralstonia solanacearum;98.63%	162	967	RAL_AA0106AA_AS
RAL_AA0128AA	G8-1	SRR28511460;ILLUMINA;Paired;;SRX24112451;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702564	SRS20899526	2024-11-08	2024-03-31	RAL_AA0128AA	Assembled	833.1	5.2	130599	5717047	Ralstonia solanacearum;98.66%	158	1094	RAL_AA0107AA_AS
RAL_AA0129AA	Ancestor	SRR28511461;ILLUMINA;Paired;;SRX24112450;SRA	Laboratory	Laboratory	Coevolution study	2023	1	1		Asia	China	Guangxi						Guangxi University	Ralstonia solanacearum					PRJNA1094598	SRP498908	SAMN40702563	SRS20899525	2024-11-08	2024-03-31	RAL_AA0129AA	Assembled	776.5	5.2	129838	5718024	Ralstonia solanacearum;98.62%	162	984	RAL_AA0145AA_AS
RAL_AA0130AA	PD 7648	SRR28370908;ILLUMINA;Paired;;SRX23976005;SRA	Environment	Water/River	surface water	2018				Europe	Netherlands							NIVIP	Ralstonia solanacearum					PRJNA1089092	SRP496025	SAMN40518009	SRS20774348	2024-11-08	2024-03-18	RAL_AA0130AA	Assembled	5017.8	5.2	101494	5257705	Ralstonia solanacearum;100.0%	140	616	RAL_AA0109AA_AS
RAL_AA0131AA	PD 7647	SRR28370909;ILLUMINA;Paired;;SRX23976004;SRA	Environment	Water/River	surface water	2018				Europe	Netherlands							NIVIP	Ralstonia solanacearum					PRJNA1089092	SRP496025	SAMN40518008	SRS20774347	2024-11-08	2024-03-18	RAL_AA0131AA	Assembled	1199.1	5.2	110640	5256464	Ralstonia solanacearum;100.0%	133	335	RAL_AA0110AA_AS
RAL_AA0132AA	PD 7645	SRR28370910;ILLUMINA;Paired;;SRX23976003;SRA	Environment	Water/River	surface water	2018				Europe	Netherlands							NIVIP	Ralstonia solanacearum					PRJNA1089092	SRP496025	SAMN40518007	SRS20774346	2024-11-08	2024-03-18	RAL_AA0132AA	Assembled	485.4	5.2	110631	5252025	Ralstonia solanacearum;100.0%	128	517	RAL_AA0111AA_AS
RAL_AA0133AA	PD 7672	SRR28370911;ILLUMINA;Paired;;SRX23976002;SRA	Environment	Water/River	surface water	2017				Europe	Netherlands							NIVIP	Ralstonia solanacearum					PRJNA1089092	SRP496025	SAMN40518006	SRS20774344	2024-11-08	2024-03-18	RAL_AA0133AA	Assembled	579.7	5.2	110631	5255968	Ralstonia solanacearum;100.0%	135	555	RAL_AA0146AA_AS
RAL_AA0134AA	PD 7671	SRR28370912;ILLUMINA;Paired;;SRX23976001;SRA	Environment	Water/River	surface water	2017				Europe	Netherlands							NIVIP	Ralstonia solanacearum					PRJNA1089092	SRP496025	SAMN40518005	SRS20774345	2024-11-08	2024-03-18	RAL_AA0134AA	Assembled	1111.3	5.2	110630	5255534	Ralstonia solanacearum;100.0%	133	413	RAL_AA0113AA_AS
RAL_AA0135AA	PD 7670	SRR28370913;ILLUMINA;Paired;;SRX23976000;SRA	Environment	Water/River	surface water	2017				Europe	Netherlands							NIVIP	Ralstonia solanacearum					PRJNA1089092	SRP496025	SAMN40518004	SRS20774343	2024-11-08	2024-03-18	RAL_AA0135AA	Assembled	1152.8	5.2	110630	5256342	Ralstonia solanacearum;100.0%	135	225	RAL_AA0147AA_AS
RAL_AA0136AA	PD 7389	SRR28370914;ILLUMINA;Paired;;SRX23975999;SRA	Environment	Plant	Solanum tuberosum	2018				Europe	Netherlands							NIVIP	Ralstonia solanacearum					PRJNA1089092	SRP496025	SAMN40518003	SRS20774342	2024-11-08	2024-03-18	RAL_AA0136AA	Assembled	507.1	5.2	110632	5242680	Ralstonia solanacearum;100.0%	132	208	RAL_AA0148AA_AS
RAL_AA0137AA	PD 7421	SRR28370916;ILLUMINA;Paired;;SRX23975997;SRA	Environment	Plant	Rosa sp.	2018				Europe	Netherlands							NIVIP	Ralstonia solanacearum					PRJNA1089092	SRP496025	SAMN40518024	SRS20774340	2024-11-08	2024-03-18	RAL_AA0137AA	Assembled	950.3	5.2	110632	5218772	Ralstonia solanacearum;100.0%	128	544	RAL_AA0149AA_AS
RAL_AA0138AA	PD 8566	SRR28370917;ILLUMINA;Paired;;SRX23975996;SRA	Environment	Plant	Rosa sp.	2018				Europe	Netherlands							NIVIP	Ralstonia solanacearum					PRJNA1089092	SRP496025	SAMN40518023	SRS20774339	2024-11-08	2024-03-18	RAL_AA0138AA	Assembled	850.4	5.2	110631	5218877	Ralstonia solanacearum;100.0%	128	406	RAL_AA0117AA_AS
RAL_AA0139AA	PD 7414	SRR28370918;ILLUMINA;Paired;;SRX23975995;SRA	Environment	Plant	Rosa sp.	2018				Europe	Netherlands							NIVIP	Ralstonia solanacearum					PRJNA1089092	SRP496025	SAMN40518022	SRS20774338	2024-11-08	2024-03-18	RAL_AA0139AA	Assembled	989.6	5.2	110630	5218653	Ralstonia solanacearum;100.0%	130	443	RAL_AA0150AA_AS
RAL_AA0140AA	PD 7397	SRR28370919;ILLUMINA;Paired;;SRX23975994;SRA	Environment	Plant	Rosa sp.	2018				Europe	Netherlands							NIVIP	Ralstonia solanacearum					PRJNA1089092	SRP496025	SAMN40518021	SRS20774337	2024-11-08	2024-03-18	RAL_AA0140AA	Assembled	1093.1	5.2	110631	5218758	Ralstonia solanacearum;100.0%	130	348	RAL_AA0119AA_AS
RAL_AA0141AA	PD 7394	SRR28370920;ILLUMINA;Paired;;SRX23975993;SRA	Environment	Plant	Rosa sp.	2018				Europe	Netherlands							NIVIP	Ralstonia solanacearum					PRJNA1089092	SRP496025	SAMN40518020	SRS20774336	2024-11-08	2024-03-18	RAL_AA0141AA	Assembled	1239.5	5.2	110631	5219593	Ralstonia solanacearum;100.0%	130	365	RAL_AA0846AA_AS
RAL_AA0142AA	PD 7644	SRR28370921;ILLUMINA;Paired;;SRX23975992;SRA	Environment	Water/River	surface water	2009				Europe	Netherlands							NIVIP	Ralstonia solanacearum					PRJNA1089092	SRP496025	SAMN40518002	SRS20774335	2024-11-08	2024-03-18	RAL_AA0142AA	Assembled	538.2	5.2	123820	5105994	Ralstonia solanacearum;100.0%	113	445	RAL_AA0121AA_AS
RAL_AA0143AA	PD 7579	SRR28370922;ILLUMINA;Paired;;SRX23975991;SRA	Environment	Plant	Solanum tuberosum	2019				Europe	Netherlands							NIVIP	Ralstonia solanacearum					PRJNA1089092	SRP496025	SAMN40518019	SRS20774334	2024-11-08	2024-03-18	RAL_AA0143AA	Assembled	1126.1	5.2	101497	5254712	Ralstonia solanacearum;100.0%	137	789	RAL_AA0122AA_AS
RAL_AA0144AA	PD 8567	SRR28370923;ILLUMINA;Paired;;SRX23975990;SRA	Environment	Plant	Solanum tuberosum	2019				Europe	Netherlands							NIVIP	Ralstonia solanacearum					PRJNA1089092	SRP496025	SAMN40518018	SRS20774333	2024-11-08	2024-03-18	RAL_AA0144AA	Assembled	1040.4	5.2	110631	5254518	Ralstonia solanacearum;100.0%	135	382	RAL_AA0123AA_AS
RAL_AA0145AA	PD 7578	SRR28370924;ILLUMINA;Paired;;SRX23975989;SRA	Environment	Plant	Solanum tuberosum	2019				Europe	Netherlands							NIVIP	Ralstonia solanacearum					PRJNA1089092	SRP496025	SAMN40518017	SRS20774332	2024-11-08	2024-03-18	RAL_AA0145AA	Assembled	1145.4	5.2	110342	5254284	Ralstonia solanacearum;100.0%	135	328	RAL_AA0233AA_AS
